bulbasaur
Types: grass / poison
Stats:
Types: ghost / poison
Stats:
hp: 45
atk: 50
def: 45
sp_atk: 115
sp_def: 55
spd: 95
gengar
Types: ghost / poison
Stats:
hp: 60
atk: 65
def: 60
sp_atk: 130
sp_def: 75
spd: 110
onix
Types: rock / ground
Stats:
hp: 35
atk: 45
def: 160
sp_atk: 30
sp_def: 45
spd: 70
drowzee
Types: psychic
Stats:
hp: 60
atk: 48
def: 45
sp_atk: 43
sp_def: 90
spd: 42
hypno
Types: psychic
Stats:
hp: 85
atk: 73
def: 70
sp_atk: 73
sp_def: 115
spd: 67
krabby
Types: water
Stats:
hp: 30
atk: 105
def: 90
sp_atk: 25
sp_def: 25
spd: 50
kingler
Types: water
Stats:
hp: 55
atk: 130
def: 115
sp_atk: 50
sp_def: 50
spd: 75
voltorb
Types: electric
Stats:
hp: 40
atk: 30
def: 50
sp_atk: 55
sp_def: 55
spd: 100
electrode
Types: electric
Stats:
hp: 60
atk: 50
def: 70
sp_atk: 80
sp_def: 80
spd: 150
exeggcute
Types: grass / psychic
Stats:
hp: 60
atk: 40
def: 80
sp_atk: 60
sp_def: 45
spd: 40
exeggutor
Types: grass / psychic
Stats:
hp: 95
atk: 95
def: 85
sp_atk: 125
sp_def: 75
spd: 55
cubone
Types: ground
Stats:
hp: 50
atk: 50
def: 95
sp_atk: 40
sp_def: 50
spd: 35
marowak
Types: ground
Stats:
hp: 60
atk: 80
def: 110
sp_atk: 50
sp_def: 80
spd: 45
hitmonlee
Types: fighting
Stats:
hp: 50
atk: 120
def: 53
sp_atk: 35
sp_def: 110
spd: 87
hitmonchan
Types: fighting
Stats:
hp: 50
atk: 105
def: 79
sp_atk: 35
sp_def: 110
spd: 76
lickitung
Types: normal
Stats:
hp: 90
atk: 55
def: 75
sp_atk: 60
sp_def: 75
spd: 30
koffing
Types: poison
Stats:
hp: 40
atk: 65
def: 95
sp_atk: 60
sp_def: 45
spd: 35
weezing
Types: poison
Stats:
hp: 65
atk: 90
def: 120
sp_atk: 85
sp_def: 70
spd: 60
rhyhorn
Types: ground / rock
Stats:
hp: 80
atk: 85
def: 95
sp_atk: 30
sp_def: 30
spd: 25
rhydon
Types: ground / rock
Stats:
hp: 105
atk: 130
def: 120
sp_atk: 45
sp_def: 45
spd: 40
chansey
Types: normal
Stats:
hp: 250
atk: 5
def: 5
sp_atk: 35
sp_def: 105
spd: 50
tangela
Types: grass
Stats:
hp: 65
atk: 55
def: 115
sp_atk: 100
sp_def: 40
spd: 60
kangaskhan
Types: normal
Stats:
hp: 105
atk: 95
def: 80
sp_atk: 40
sp_def: 80
spd: 90
horsea
Types: water
Stats:
hp: 30
atk: 40
def: 70
sp_atk: 70
sp_def: 25
spd: 60
seadra
Types: water
Stats:
hp: 55
atk: 65
def: 95
sp_atk: 95
sp_def: 45
spd: 85
goldeen
Types: water
Stats:
hp: 45
atk: 67
def: 60
sp_atk: 35
sp_def: 50
spd: 63
seaking
Types: water
Stats:
hp: 80
atk: 92
def: 65
sp_atk: 65
sp_def: 80
spd: 68
staryu
Types: water
Stats:
hp: 30
atk: 45
def: 55
sp_atk: 70
sp_def: 55
spd: 85
starmie
Types: water / psychic
Stats:
hp: 60
atk: 75
def: 85
sp_atk: 100
sp_def: 85
spd: 115
mr-mime
Types: psychic / fairy
Stats:
hp: 40
atk: 45
def: 65
sp_atk: 100
sp_def: 120
spd: 90
scyther
Types: bug / flying
Stats:
hp: 70
atk: 110
def: 80
sp_atk: 55
sp_def: 80
spd: 105
jynx
Types: ice / psychic
Stats:
hp: 65
atk: 50
def: 35
sp_atk: 115
sp_def: 95
spd: 95
electabuzz
Types: electric
Stats:
hp: 65
atk: 83
def: 57
sp_atk: 95
sp_def: 85
spd: 105
magmar
Types: fire
Stats:
hp: 65
atk: 95
def: 57
sp_atk: 100
sp_def: 85
spd: 93
pinsir
Types: bug
Stats:
hp: 65
atk: 125
def: 100
sp_atk: 55
sp_def: 70
spd: 85
tauros
Types: normal
Stats:
hp: 75
atk: 100
def: 95
sp_atk: 40
sp_def: 70
spd: 110
magikarp
Types: water
Stats:
hp: 20
atk: 10
def: 55
sp_atk: 15
sp_def: 20
spd: 80
gyarados
Types: water / flying
Stats:
hp: 95
atk: 125
def: 79
sp_atk: 60
sp_def: 100
spd: 81
lapras
Types: water / ice
Stats:
hp: 130
atk: 85
def: 80
sp_atk: 85
sp_def: 95
spd: 60
ditto
Types: normal
Stats:
hp: 48
atk: 48
def: 48
sp_atk: 48
sp_def: 48
spd: 48
eevee
Types: normal
Stats:
hp: 55
atk: 55
def: 50
sp_atk: 45
sp_def: 65
spd: 55
vaporeon
Types: water
Stats:
hp: 130
atk: 65
def: 60
sp_atk: 110
sp_def: 95
spd: 65
jolteon
Types: electric
Stats:
hp: 65
atk: 65
def: 60
sp_atk: 110
sp_def: 95
spd: 130
flareon
Types: fire
Stats:
hp: 65
atk: 130
def: 60
sp_atk: 95
sp_def: 110
spd: 65
porygon
Types: normal
Stats:
hp: 65
atk: 60
def: 70
sp_atk: 85
sp_def: 75
spd: 40
omanyte
Types: rock / water
Stats:
hp: 35
atk: 40
def: 100
sp_atk: 90
sp_def: 55
spd: 35
omastar
Types: rock / water
Stats:
hp: 70
atk: 60
def: 125
sp_atk: 115
sp_def: 70
spd: 55
kabuto
Types: rock / water
Stats:
hp: 30
atk: 80
def: 90
sp_atk: 55
sp_def: 45
spd: 55
kabutops
Types: rock / water
Stats:
hp: 60
atk: 115
def: 105
sp_atk: 65
sp_def: 70
spd: 80
aerodactyl
Types: rock / flying
Stats:
hp: 80
atk: 105
def: 65
sp_atk: 60
sp_def: 75
spd: 130
snorlax
Types: normal
Stats:
hp: 160
atk: 110
def: 65
sp_atk: 65
sp_def: 110
spd: 30
articuno
Types: ice / flying
Stats:
hp: 90
atk: 85
def: 100
sp_atk: 95
sp_def: 125
spd: 85
zapdos
Types: electric / flying
Stats:
hp: 90
atk: 90
def: 85
sp_atk: 125
sp_def: 90
spd: 100
moltres
Types: fire / flying
Stats:
hp: 90
atk: 100
def: 90
sp_atk: 125
sp_def: 85
spd: 90
dratini
Types: dragon
Stats:
hp: 41
atk: 64
def: 45
sp_atk: 50
sp_def: 50
spd: 50
dragonair
Types: dragon
Stats:
hp: 61
atk: 84
def: 65
sp_atk: 70
sp_def: 70
spd: 70
dragonite
Types: dragon / flying
Stats:
hp: 91
atk: 134
def: 95
sp_atk: 100
sp_def: 100
spd: 80
mewtwo
Types: psychic
Stats:
hp: 106
atk: 110
def: 90
sp_atk: 154
sp_def: 90
spd: 130
mew
Types: psychic
Stats:
hp: 100
atk: 100
def: 100
sp_atk: 100
sp_def: 100
spd: 100
chikorita
Types: grass
Stats:
hp: 45
atk: 49
def: 65
sp_atk: 49
sp_def: 65
spd: 45
bayleef
Types: grass
Stats:
hp: 60
atk: 62
def: 80
sp_atk: 63
sp_def: 80
spd: 60
meganium
Types: grass
Stats:
hp: 80
atk: 82
def: 100
sp_atk: 83
sp_def: 100
spd: 80
cyndaquil
Types: fire
Stats:
hp: 39
atk: 52
def: 43
sp_atk: 60
sp_def: 50
spd: 65
quilava
Types: fire
Stats:
hp: 58
atk: 64
def: 58
sp_atk: 80
sp_def: 65
spd: 80
typhlosion
Types: fire
Stats:
hp: 78
atk: 84
def: 78
sp_atk: 109
sp_def: 85
spd: 100
totodile
Types: water
Stats:
hp: 50
atk: 65
def: 64
sp_atk: 44
sp_def: 48
spd: 43
croconaw
Types: water
Stats:
hp: 65
atk: 80
def: 80
sp_atk: 59
sp_def: 63
spd: 58
feraligatr
Types: water
Stats:
hp: 85
atk: 105
def: 100
sp_atk: 79
sp_def: 83
spd: 78
sentret
Types: normal
Stats:
hp: 35
atk: 46
def: 34
sp_atk: 35
sp_def: 45
spd: 20
furret
Types: normal
Stats:
hp: 85
atk: 76
def: 64
sp_atk: 45
sp_def: 55
spd: 90
hoothoot
Types: normal / flying
Stats:
hp: 60
atk: 30
def: 30
sp_atk: 36
sp_def: 56
spd: 50
noctowl
Types: normal / flying
Stats:
hp: 100
atk: 50
def: 50
sp_atk: 86
sp_def: 96
spd: 70
ledyba
Types: bug / flying
Stats:
hp: 40
atk: 20
def: 30
sp_atk: 40
sp_def: 80
spd: 55
ledian
Types: bug / flying
Stats:
hp: 55
atk: 35
def: 50
sp_atk: 55
sp_def: 110
spd: 85
spinarak
Types: bug / poison
Stats:
hp: 40
atk: 60
def: 40
sp_atk: 40
sp_def: 40
spd: 30
ariados
Types: bug / poison
Stats:
hp: 70
atk: 90
def: 70
sp_atk: 60
sp_def: 70
spd: 40
crobat
Types: poison / flying
Stats:
hp: 85
atk: 90
def: 80
sp_atk: 70
sp_def: 80
spd: 130
chinchou
Types: water / electric
Stats:
hp: 75
atk: 38
def: 38
sp_atk: 56
sp_def: 56
spd: 67
lanturn
Types: water / electric
Stats:
hp: 125
atk: 58
def: 58
sp_atk: 76
sp_def: 76
spd: 67
pichu
Types: electric
Stats:
hp: 20
atk: 40
def: 15
sp_atk: 35
sp_def: 35
spd: 60
cleffa
Types: fairy
Stats:
hp: 50
atk: 25
def: 28
sp_atk: 45
sp_def: 55
spd: 15
igglybuff
Types: normal / fairy
Stats:
hp: 90
atk: 30
def: 15
sp_atk: 40
sp_def: 20
spd: 15
togepi
Types: fairy
Stats:
hp: 35
atk: 20
def: 65
sp_atk: 40
sp_def: 65
spd: 20
togetic
Types: fairy / flying
Stats:
hp: 55
atk: 40
def: 85
sp_atk: 80
sp_def: 105
spd: 40
natu
Types: psychic / flying
Stats:
hp: 40
atk: 50
def: 45
sp_atk: 70
sp_def: 45
spd: 70
xatu
Types: psychic / flying
Stats:
hp: 65
atk: 75
def: 70
sp_atk: 95
sp_def: 70
spd: 95
mareep
Types: electric
Stats:
hp: 55
atk: 40
def: 40
sp_atk: 65
sp_def: 45
spd: 35
flaaffy
Types: electric
Stats:
hp: 70
atk: 55
def: 55
sp_atk: 80
sp_def: 60
spd: 45
ampharos
Types: electric
Stats:
hp: 90
atk: 75
def: 85
sp_atk: 115
sp_def: 90
spd: 55
bellossom
Types: grass
Stats:
hp: 75
atk: 80
def: 95
sp_atk: 90
sp_def: 100
spd: 50
marill
Types: water / fairy
Stats:
hp: 70
atk: 20
def: 50
sp_atk: 20
sp_def: 50
spd: 40
azumarill
Types: water / fairy
Stats:
hp: 100
atk: 50
def: 80
sp_atk: 60
sp_def: 80
spd: 50
sudowoodo
Types: rock
Stats:
hp: 70
atk: 100
def: 115
sp_atk: 30
sp_def: 65
spd: 30
politoed
Types: water
Stats:
hp: 90
atk: 75
def: 75
sp_atk: 90
sp_def: 100
spd: 70
hoppip
Types: grass / flying
Stats:
hp: 35
atk: 35
def: 40
sp_atk: 35
sp_def: 55
spd: 50
skiploom
Types: grass / flying
Stats:
hp: 55
atk: 45
def: 50
sp_atk: 45
sp_def: 65
spd: 80
jumpluff
Types: grass / flying
Stats:
hp: 75
atk: 55
def: 70
sp_atk: 55
sp_def: 95
spd: 110
aipom
Types: normal
Stats:
hp: 55
atk: 70
def: 55
sp_atk: 40
sp_def: 55
spd: 85
sunkern
Types: grass
Stats:
hp: 30
atk: 30
def: 30
sp_atk: 30
sp_def: 30
spd: 30
sunflora
Types: grass
Stats:
hp: 75
atk: 75
def: 55
sp_atk: 105
sp_def: 85
spd: 30
yanma
Types: bug / flying
Stats:
hp: 65
atk: 65
def: 45
sp_atk: 75
sp_def: 45
spd: 95
wooper
Types: water / ground
Stats:
hp: 55
atk: 45
def: 45
sp_atk: 25
sp_def: 25
spd: 15
quagsire
Types: water / ground
Stats:
hp: 95
atk: 85
def: 85
sp_atk: 65
sp_def: 65
spd: 35
espeon
Types: psychic
Stats:
hp: 65
atk: 65
def: 60
sp_atk: 130
sp_def: 95
spd: 110
umbreon
Types: dark
Stats:
hp: 95
atk: 65
def: 110
sp_atk: 60
sp_def: 130
spd: 65
murkrow
Types: dark / flying
Stats:
hp: 60
atk: 85
def: 42
sp_atk: 85
sp_def: 42
spd: 91
slowking
Types: water / psychic
Stats:
hp: 95
atk: 75
def: 80
sp_atk: 100
sp_def: 110
spd: 30
misdreavus
Types: ghost
Stats:
hp: 60
atk: 60
def: 60
sp_atk: 85
sp_def: 85
spd: 85
unown
Types: psychic
Stats:
hp: 48
atk: 72
def: 48
sp_atk: 72
sp_def: 48
spd: 48
wobbuffet
Types: psychic
Stats:
hp: 190
atk: 33
def: 58
sp_atk: 33
sp_def: 58
spd: 33
girafarig
Types: normal / psychic
Stats:
hp: 70
atk: 80
def: 65
sp_atk: 90
sp_def: 65
spd: 85
pineco
Types: bug
Stats:
hp: 50
atk: 65
def: 90
sp_atk: 35
sp_def: 35
spd: 15
forretress
Types: bug / steel
Stats:
hp: 75
atk: 90
def: 140
sp_atk: 60
sp_def: 60
spd: 40
dunsparce
Types: normal
Stats:
hp: 100
atk: 70
def: 70
sp_atk: 65
sp_def: 65
spd: 45
gligar
Types: ground / flying
Stats:
hp: 65
atk: 75
def: 105
sp_atk: 35
sp_def: 65
spd: 85
steelix
Types: steel / ground
Stats:
hp: 75
atk: 85
def: 200
sp_atk: 55
sp_def: 65
spd: 30
snubbull
Types: fairy
Stats:
hp: 60
atk: 80
def: 50
sp_atk: 40
sp_def: 40
spd: 30
granbull
Types: fairy
Stats:
hp: 90
atk: 120
def: 75
sp_atk: 60
sp_def: 60
spd: 45
qwilfish
Types: water / poison
Stats:
hp: 65
atk: 95
def: 85
sp_atk: 55
sp_def: 55
spd: 85
scizor
Types: bug / steel
Stats:
hp: 70
atk: 130
def: 100
sp_atk: 55
sp_def: 80
spd: 65
shuckle
Types: bug / rock
Stats:
hp: 20
atk: 10
def: 230
sp_atk: 10
sp_def: 230
spd: 5
heracross
Types: bug / fighting
Stats:
hp: 80
atk: 125
def: 75
sp_atk: 40
sp_def: 95
spd: 85
sneasel
Types: dark / ice
Stats:
hp: 55
atk: 95
def: 55
sp_atk: 35
sp_def: 75
spd: 115
teddiursa
Types: normal
Stats:
hp: 60
atk: 80
def: 50
sp_atk: 50
sp_def: 50
spd: 40
ursaring
Types: normal
Stats:
hp: 90
atk: 130
def: 75
sp_atk: 75
sp_def: 75
spd: 55
slugma
Types: fire
Stats:
hp: 40
atk: 40
def: 40
sp_atk: 70
sp_def: 40
spd: 20
magcargo
Types: fire / rock
Stats:
hp: 60
atk: 50
def: 120
sp_atk: 90
sp_def: 80
spd: 30
swinub
Types: ice / ground
Stats:
hp: 50
atk: 50
def: 40
sp_atk: 30
sp_def: 30
spd: 50
piloswine
Types: ice / ground
Stats:
hp: 100
atk: 100
def: 80
sp_atk: 60
sp_def: 60
spd: 50
corsola
Types: water / rock
Stats:
hp: 65
atk: 55
def: 95
sp_atk: 65
sp_def: 95
spd: 35
remoraid
Types: water
Stats:
hp: 35
atk: 65
def: 35
sp_atk: 65
sp_def: 35
spd: 65
octillery
Types: water
Stats:
hp: 75
atk: 105
def: 75
sp_atk: 105
sp_def: 75
spd: 45
delibird
Types: ice / flying
Stats:
hp: 45
atk: 55
def: 45
sp_atk: 65
sp_def: 45
spd: 75
mantine
Types: water / flying
Stats:
hp: 85
atk: 40
def: 70
sp_atk: 80
sp_def: 140
spd: 70
skarmory
Types: steel / flying
Stats:
hp: 65
atk: 80
def: 140
sp_atk: 40
sp_def: 70
spd: 70
houndour
Types: dark / fire
Stats:
hp: 45
atk: 60
def: 30
sp_atk: 80
sp_def: 50
spd: 65
houndoom
Types: dark / fire
Stats:
hp: 75
atk: 90
def: 50
sp_atk: 110
sp_def: 80
spd: 95
kingdra
Types: water / dragon
Stats:
hp: 75
atk: 95
def: 95
sp_atk: 95
sp_def: 95
spd: 85
phanpy
Types: ground
Stats:
hp: 90
atk: 60
def: 60
sp_atk: 40
sp_def: 40
spd: 40
donphan
Types: ground
Stats:
hp: 90
atk: 120
def: 120
sp_atk: 60
sp_def: 60
spd: 50
porygon2
Types: normal
Stats:
hp: 85
atk: 80
def: 90
sp_atk: 105
sp_def: 95
spd: 60
stantler
Types: normal
Stats:
hp: 73
atk: 95
def: 62
sp_atk: 85
sp_def: 65
spd: 85
smeargle
Types: normal
Stats:
hp: 55
atk: 20
def: 35
sp_atk: 20
sp_def: 45
spd: 75
tyrogue
Types: fighting
Stats:
hp: 35
atk: 35
def: 35
sp_atk: 35
sp_def: 35
spd: 35
hitmontop
Types: fighting
Stats:
hp: 50
atk: 95
def: 95
sp_atk: 35
sp_def: 110
spd: 70
smoochum
Types: ice / psychic
Stats:
hp: 45
atk: 30
def: 15
sp_atk: 85
sp_def: 65
spd: 65
elekid
Types: electric
Stats:
hp: 45
atk: 63
def: 37
sp_atk: 65
sp_def: 55
spd: 95
magby
Types: fire
Stats:
hp: 45
atk: 75
def: 37
sp_atk: 70
sp_def: 55
spd: 83
miltank
Types: normal
Stats:
hp: 95
atk: 80
def: 105
sp_atk: 40
sp_def: 70
spd: 100
blissey
Types: normal
Stats:
hp: 255
atk: 10
def: 10
sp_atk: 75
sp_def: 135
spd: 55
raikou
Types: electric
Stats:
hp: 90
atk: 85
def: 75
sp_atk: 115
sp_def: 100
spd: 115
entei
Types: fire
Stats:
hp: 115
atk: 115
def: 85
sp_atk: 90
sp_def: 75
spd: 100
suicune
Types: water
Stats:
hp: 100
atk: 75
def: 115
sp_atk: 90
sp_def: 115
